***** N = 1 *****
N       RTT           SRTT          RTT_VAR       RTO           
110     500.000000    221.234579    136.051863    765.442030    
111     125.000000    209.205257    123.090211    701.566101    
112     125.000000    198.679599    110.737558    641.629832    
113     125.000000    189.469650    99.170581     586.151974    
114     125.000000    181.410943    88.480672     535.333630    
115     500.000000    221.234575    136.051860    765.442015    
116     125.000000    209.205253    123.090208    701.566087    
117     125.000000    198.679597    110.737555    641.629818    
118     125.000000    189.469647    99.170578     586.151961    
119     125.000000    181.410941    88.480669     535.333618    
***** N = 6 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    221.234574    136.051858    765.442007    
1       125.000000    209.205252    123.090207    701.566079    
2       125.000000    198.679595    110.737554    641.629811    
3       125.000000    189.469646    99.170577     586.151954    
4       125.000000    181.410940    88.480668     535.333611    
5       125.000000    174.359573    78.700394     489.161149    
6       500.000000    215.064626    130.259139    736.101182    
7       125.000000    203.806548    117.395991    673.390513    
8       125.000000    193.955729    105.285926    615.099432    
9       125.000000    185.336263    94.048510     561.530304    
10      125.000000    177.794230    83.734940     512.733991    
11      125.000000    171.194952    74.349943     468.594724    
12      500.000000    212.295583    127.688562    723.049829    
13      125.000000    201.383635    114.862330    660.832954    
14      125.000000    191.835680    102.855668    603.258351    
15      125.000000    183.481220    91.762056     550.529443    
16      125.000000    176.171068    81.614309     502.628303    
17      125.000000    169.774684    72.404403     459.392295    
18      500.000000    211.052849    126.540090    717.213208    
19      125.000000    200.296243    113.729128    655.212755    
20      125.000000    190.884212    101.767899    597.955809    
21      125.000000    182.648686    90.738096     545.601069    
22      125.000000    175.442600    80.664222     498.099488    
23      125.000000    169.137275    71.532485     455.267216    
24      500.000000    210.495116    126.025585    714.597455    
25      125.000000    199.808226    113.221245    652.693207    
26      125.000000    190.457198    101.280233    595.578132    
27      125.000000    182.275048    90.278937     543.390797    
28      125.000000    175.115667    80.238120     496.068146    
29      125.000000    168.851209    71.141392     453.416777    
30      500.000000    210.244808    125.794842    713.424176    
31      125.000000    199.589207    112.993433    651.562940    
32      125.000000    190.265556    101.061464    594.511411    
33      125.000000    182.107361    90.072938     542.399114    
34      125.000000    174.968941    80.046939     495.156697    
35      125.000000    168.722824    70.965910     452.586464    
36      500.000000    210.132471    125.691315    712.897730    
37      125.000000    199.490912    112.891214    651.055768    
38      125.000000    190.179548    100.963298    594.032738    
39      125.000000    182.032104    89.980499     541.954101    
40      125.000000    174.903091    79.961147     494.747680    
41      125.000000    168.665205    70.887162     452.213852    
42      500.000000    210.082054    125.644858    712.661485    
43      125.000000    199.446797    112.845343    650.828168    
44      125.000000    190.140948    100.919244    593.817924    
45      125.000000    181.998329    89.939015     541.754390    
46      125.000000    174.873538    79.922646     494.564122    
47      125.000000    168.639346    70.851821     452.046630    
48      500.000000    210.059428    125.624009    712.555463    
49      125.000000    199.426999    112.824756    650.726025    
50      125.000000    190.123624    100.899473    593.721518    
51      125.000000    181.983171    89.920398     541.664763    
52      125.000000    174.860275    79.905367     494.481743    
53      125.000000    168.627740    70.835960     451.971582    
54      500.000000    210.049273    125.614652    712.507881    
55      125.000000    199.418114    112.815518    650.680184    
56      125.000000    190.115850    100.890601    593.678252    
57      125.000000    181.976368    89.912043     541.624538    
58      125.000000    174.854322    79.897612     494.444772    
59      125.000000    168.622532    70.828842     451.937902    
60      500.000000    210.044716    125.610453    712.486527    
61      125.000000    199.414126    112.811371    650.659611    
62      125.000000    190.112360    100.886618    593.658834    
63      125.000000    181.973315    89.908293     541.606486    
64      125.000000    174.851651    79.894132     494.428180    
65      125.000000    168.620195    70.825648     451.922786    
66      500.000000    210.042670    125.608568    712.476943    
67      125.000000    199.412336    112.809510    650.650378    
68      125.000000    190.110794    100.884831    593.650120    
69      125.000000    181.971945    89.906610     541.598384    
70      125.000000    174.850452    79.892570     494.420733    
71      125.000000    168.619145    70.824214     451.916002    
72      500.000000    210.041752    125.607723    712.472642    
73      125.000000    199.411533    112.808675    650.646234    
74      125.000000    190.110092    100.884029    593.646209    
75      125.000000    181.971330    89.905855     541.594748    
76      125.000000    174.849914    79.891869     494.417391    
77      125.000000    168.618675    70.823571     451.912957    
78      500.000000    210.041340    125.607343    712.470712    
79      125.000000    199.411173    112.808300    650.644374    
80      125.000000    190.109776    100.883669    593.644453    
81      125.000000    181.971054    89.905516     541.593116    
82      125.000000    174.849672    79.891555     494.415891    
83      125.000000    168.618463    70.823282     451.911591    
84      500.000000    210.041155    125.607173    712.469846    
85      125.000000    199.411011    112.808132    650.643540    
86      125.000000    190.109635    100.883508    593.643666    
87      125.000000    181.970930    89.905363     541.592384    
88      125.000000    174.849564    79.891414     494.415218    
89      125.000000    168.618369    70.823152     451.910978    
90      500.000000    210.041072    125.607096    712.469457    
91      125.000000    199.410938    112.808057    650.643165    
92      125.000000    190.109571    100.883435    593.643312    
93      125.000000    181.970875    89.905295     541.592055    
94      125.000000    174.849515    79.891350     494.414916    
95      125.000000    168.618326    70.823094     451.910702    
96      500.000000    210.041035    125.607062    712.469282    
97      125.000000    199.410906    112.808023    650.642997    
98      125.000000    190.109543    100.883403    593.643154    
99      125.000000    181.970850    89.905264     541.591908    
100     125.000000    174.849494    79.891322     494.414781    
101     125.000000    168.618307    70.823068     451.910579    
 ***** !!!TIMEOUT OCCURRED!!! (N = 6) ***** 
102     500.000000    210.041018    125.607046    712.469204    
103     125.000000    199.410891    112.808008    650.642922    
104     125.000000    190.109530    100.883388    593.643082    
105     125.000000    181.970839    89.905251     541.591842    
106     125.000000    174.849484    79.891309     494.414720    
107     125.000000    168.618298    70.823056     451.910524    
 ***** !!!TIMEOUT OCCURRED!!! (N = 6) ***** 
108     500.000000    210.041011    125.607039    712.469169    
109     125.000000    199.410885    112.808001    650.642888    
110     125.000000    190.109524    100.883382    593.643050    
111     125.000000    181.970834    89.905245     541.591812    
112     125.000000    174.849479    79.891303     494.414692    
113     125.000000    168.618294    70.823051     451.910499    
 ***** !!!TIMEOUT OCCURRED!!! (N = 6) ***** 
114     500.000000    210.041008    125.607036    712.469153    
115     125.000000    199.410882    112.807998    650.642872    
116     125.000000    190.109521    100.883379    593.643036    
117     125.000000    181.970831    89.905242     541.591798    
118     125.000000    174.849477    79.891301     494.414680    
119     125.000000    168.618293    70.823049     451.910487    
***** N = 7 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    210.041006    125.607035    712.469146    
1       125.000000    199.410880    112.807996    650.642866    
2       125.000000    190.109520    100.883377    593.643030    
3       125.000000    181.970830    89.905241     541.591793    
4       125.000000    174.849476    79.891300     494.414675    
5       125.000000    168.618292    70.823048     451.910482    
6       125.000000    163.166005    62.658787     413.801154    
7       500.000000    205.270255    120.676527    687.976361    
8       125.000000    195.236473    108.066513    627.502526    
9       125.000000    186.456914    96.414113     572.113367    
10      125.000000    178.774800    85.754285     521.791939    
11      125.000000    172.052950    76.078951     476.368754    
12      125.000000    166.171331    67.352046     435.579515    
13      125.000000    161.024915    59.520263     399.105967    
14      500.000000    203.396800    118.790997    678.560790    
15      125.000000    193.597200    106.242548    618.567392    
16      125.000000    185.022550    94.687549     563.772744    
17      125.000000    177.519731    84.145594     514.102109    
18      125.000000    170.954765    74.597887     469.346313    
19      125.000000    165.210419    66.001020     429.214500    
20      125.000000    160.184117    58.296794     393.371294    
21      500.000000    202.661102    118.057320    674.890383    
22      125.000000    192.953465    105.531356    615.078889    
23      125.000000    184.459281    94.013338     560.512632    
24      125.000000    177.026871    83.516721     511.093755    
25      125.000000    170.523512    74.018419     466.597188    
26      125.000000    164.833073    65.472082     426.721403    
27      125.000000    159.853939    57.817547     391.124126    
28      500.000000    202.372197    117.770111    673.452640    
29      125.000000    192.700672    105.252751    613.711677    
30      125.000000    184.238088    93.749085     559.234430    
31      125.000000    176.833327    83.270146     509.913910    
32      125.000000    170.354161    73.791150     465.518760    
33      125.000000    164.684891    65.264585     425.743231    
34      125.000000    159.724280    57.629509     390.242314    
35      500.000000    202.258745    117.657445    672.888526    
36      125.000000    192.601402    105.143434    613.175139    
37      125.000000    184.151226    93.645382     558.732756    
38      125.000000    176.757323    83.173368     509.450794    
39      125.000000    170.287658    73.701940     465.095418    
40      125.000000    164.626701    65.183130     425.359221    
41      125.000000    159.673363    57.555688     389.896117    
42      500.000000    202.214193    117.613218    672.667065    
43      125.000000    192.562419    105.100518    612.964492    
44      125.000000    184.117116    93.604668     558.535787    
45      125.000000    176.727477    83.135370     509.268957    
46      125.000000    170.261542    73.666913     464.929194    
47      125.000000    164.603849    65.151147     425.208438    
48      125.000000    159.653368    57.526702     389.760178    
49      500.000000    202.196697    117.595852    672.580107    
50      125.000000    192.547110    105.083667    612.881777    
51      125.000000    184.103721    93.588680     558.458443    
52      125.000000    176.715756    83.120449     509.197554    
53      125.000000    170.251287    73.653159     464.863921    
54      125.000000    164.594876    65.138588     425.149228    
55      125.000000    159.645516    57.515320     389.706796    
56      500.000000    202.189827    117.589033    672.545960    
57      125.000000    192.541098    105.077050    612.849297    
58      125.000000    184.098461    93.582402     558.428071    
59      125.000000    176.711153    83.114590     509.169514    
60      125.000000    170.247259    73.647757     464.838289    
61      125.000000    164.591352    65.133656     425.125976    
62      125.000000    159.642433    57.510850     389.685834    
63      500.000000    202.187129    117.586356    672.532551    
64      125.000000    192.538738    105.074451    612.836542    
65      125.000000    184.096395    93.579937     558.416144    
66      125.000000    176.709346    83.112289     509.158504    
67      125.000000    170.245678    73.645636     464.828224    
68      125.000000    164.589968    65.131719     425.116846    
69      125.000000    159.641222    57.509095     389.677602    
70      500.000000    202.186069    117.585304    672.527285    
71      125.000000    192.537811    105.073431    612.831533    
72      125.000000    184.095584    93.578969     558.411460    
73      125.000000    176.708636    83.111386     509.154180    
74      125.000000    170.245057    73.644804     464.824271    
75      125.000000    164.589425    65.130959     425.113260    
76      125.000000    159.640747    57.508406     389.674370    
77      500.000000    202.185653    117.584891    672.525217    
78      125.000000    192.537447    105.073030    612.829566    
79      125.000000    184.095266    93.578589     558.409621    
80      125.000000    176.708358    83.111031     509.152482    
81      125.000000    170.244813    73.644476     464.822719    
82      125.000000    164.589211    65.130660     425.111852    
83      125.000000    159.640560    57.508135     389.673100    
84      500.000000    202.185490    117.584729    672.524405    
85      125.000000    192.537304    105.072873    612.828794    
86      125.000000    184.095141    93.578440     558.408899    
87      125.000000    176.708248    83.110892     509.151815    
88      125.000000    170.244717    73.644348     464.822109    
89      125.000000    164.589127    65.130543     425.111299    
90      125.000000    159.640487    57.508029     389.672602    
91      500.000000    202.185426    117.584665    672.524086    
92      125.000000    192.537247    105.072811    612.828491    
93      125.000000    184.095092    93.578381     558.408615    
94      125.000000    176.708205    83.110837     509.151553    
95      125.000000    170.244679    73.644298     464.821870    
96      125.000000    164.589095    65.130497     425.111082    
97      125.000000    159.640458    57.507987     389.672406    
98      500.000000    202.185401    117.584640    672.523961    
99      125.000000    192.537225    105.072786    612.828371    
100     125.000000    184.095072    93.578358     558.408504    
101     125.000000    176.708188    83.110816     509.151450    
102     125.000000    170.244665    73.644278     464.821776    
103     125.000000    164.589082    65.130479     425.110997    
104     125.000000    159.640446    57.507971     389.672329    
 ***** !!!TIMEOUT OCCURRED!!! (N = 7) ***** 
105     500.000000    202.185391    117.584630    672.523912    
106     125.000000    192.537217    105.072777    612.828325    
107     125.000000    184.095065    93.578349     558.408460    
108     125.000000    176.708182    83.110807     509.151410    
109     125.000000    170.244659    73.644270     464.821739    
110     125.000000    164.589077    65.130472     425.110963    
111     125.000000    159.640442    57.507964     389.672299    
 ***** !!!TIMEOUT OCCURRED!!! (N = 7) ***** 
112     500.000000    202.185387    117.584626    672.523893    
113     125.000000    192.537213    105.072773    612.828306    
114     125.000000    184.095062    93.578345     558.408443    
115     125.000000    176.708179    83.110804     509.151394    
116     125.000000    170.244657    73.644267     464.821725    
117     125.000000    164.589075    65.130469     425.110950    
118     125.000000    159.640440    57.507962     389.672287    
 ***** !!!TIMEOUT OCCURRED!!! (N = 7) ***** 
119     500.000000    202.185385    117.584625    672.523885    
***** N = 8 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    239.412212    153.335416    852.753875    
1       125.000000    225.110686    140.029233    785.227618    
2       125.000000    212.596850    126.921137    720.281399    
3       125.000000    201.647244    114.352664    659.057899    
4       125.000000    192.066338    102.531082    602.190668    
5       125.000000    183.683046    91.569073     549.959339    
6       125.000000    176.347665    81.513721     502.402550    
7       125.000000    169.929207    72.367593     459.399578    
8       500.000000    211.188056    126.478681    717.102778    
9       125.000000    200.414549    113.712648    655.265140    
10      125.000000    190.987730    101.781418    598.113404    
11      125.000000    182.739264    90.770880     545.822783    
12      125.000000    175.521856    80.708624     498.356352    
13      125.000000    169.206624    71.583124     455.539120    
14      125.000000    163.680796    63.357542     417.110964    
15      125.000000    158.845697    55.979581     382.764019    
16      500.000000    201.489985    116.612189    667.938742    
17      125.000000    191.928736    104.191326    608.694041    
18      125.000000    183.562644    92.784156     554.699267    
19      125.000000    176.242314    82.398695     505.837095    
20      125.000000    169.837025    73.008278     461.870135    
21      125.000000    164.232397    64.564307     422.489626    
22      125.000000    159.328347    57.005317     387.349616    
23      125.000000    155.037304    50.263314     356.090559    
24      500.000000    198.157641    113.158075    650.789941    
25      125.000000    189.012936    100.871790    592.500097    
26      125.000000    181.011319    89.656672     539.638008    
27      125.000000    174.009904    79.494980     491.989825    
28      125.000000    167.883666    70.342152     449.252272    
29      125.000000    162.523208    62.137416     411.072870    
30      125.000000    157.832807    54.811263     377.077860    
31      125.000000    153.728706    48.290624     346.891202    
32      500.000000    197.012618    111.964814    644.871872    
33      125.000000    188.011040    99.726370     586.916522    
34      125.000000    180.134660    88.578443     534.448432    
35      125.000000    173.242828    78.494539     487.220984    
36      125.000000    167.212474    69.424023     444.908566    
37      125.000000    161.935915    61.301996     407.143899    
38      125.000000    157.318926    54.056228     373.543839    
39      125.000000    153.279060    47.611936     343.726805    
40      500.000000    196.619177    111.554158    642.835809    
41      125.000000    187.666780    99.332313     584.996034    
42      125.000000    179.833433    88.207593     532.663806    
43      125.000000    172.979254    78.150508     485.581287    
44      125.000000    166.981847    69.108343     443.415219    
45      125.000000    161.734116    61.014786     405.793261    
46      125.000000    157.142352    53.796678     372.329062    
47      125.000000    153.124558    47.378648     342.639148    
48      500.000000    196.483988    111.412989    642.135943    
49      125.000000    187.548489    99.196864     584.335945    
50      125.000000    179.729928    88.080130     532.050448    
51      125.000000    172.888687    78.032269     485.017764    
52      125.000000    166.902601    68.999852     442.902011    
53      125.000000    161.664776    60.916083     405.329109    
54      125.000000    157.081679    53.707482     371.911608    
55      125.000000    153.071469    47.298479     342.265385    
56      500.000000    196.437536    111.364475    641.895437    
57      125.000000    187.507844    99.150317     584.109113    
58      125.000000    179.694363    88.036329     531.839679    
59      125.000000    172.857568    77.991639     484.824122    
60      125.000000    166.875372    68.962572     442.725659    
61      125.000000    161.640950    60.882167     405.169616    
62      125.000000    157.060832    53.676833     371.768163    
63      125.000000    153.053228    47.270931     342.136953    
64      500.000000    196.421574    111.347805    641.812794    
65      125.000000    187.493877    99.134323     584.031170    
66      125.000000    179.682143    88.021278     531.767255    
67      125.000000    172.846875    77.977677     484.757584    
68      125.000000    166.866016    68.949762     442.665063    
69      125.000000    161.632764    60.870512     405.114813    
70      125.000000    157.053668    53.666301     371.718873    
71      125.000000    153.046960    47.261466     342.092823    
72      500.000000    196.416090    111.342077    641.784397    
73      125.000000    187.489078    99.128827     584.004388    
74      125.000000    179.677944    88.016106     531.742369    
75      125.000000    172.843201    77.972880     484.734721    
76      125.000000    166.862801    68.945360     442.644241    
77      125.000000    161.629951    60.866508     405.095981    
78      125.000000    157.051207    53.662682     371.701937    
79      125.000000    153.044806    47.258213     342.077659    
80      500.000000    196.414205    111.340109    641.774640    
81      125.000000    187.487429    99.126939     583.995185    
82      125.000000    179.676501    88.014329     531.733818    
83      125.000000    172.841938    77.971232     484.726865    
84      125.000000    166.861696    68.943848     442.637087    
85      125.000000    161.628984    60.865132     405.089511    
86      125.000000    157.050361    53.661439     371.696117    
87      125.000000    153.044066    47.257096     342.072449    
88      500.000000    196.413558    111.339432    641.771287    
89      125.000000    187.486863    99.126290     583.992023    
90      125.000000    179.676005    88.013719     531.730880    
91      125.000000    172.841504    77.970665     484.724165    
92      125.000000    166.861316    68.943328     442.634628    
93      125.000000    161.628652    60.864659     405.087288    
94      125.000000    157.050070    53.661012     371.694117    
95      125.000000    153.043812    47.256712     342.070658    
96      500.000000    196.413335    111.339200    641.770135    
97      125.000000    187.486668    99.126067     583.990936    
98      125.000000    179.675835    88.013509     531.729871    
99      125.000000    172.841355    77.970471     484.723238    
100     125.000000    166.861186    68.943149     442.633784    
101     125.000000    161.628538    60.864496     405.086524    
102     125.000000    157.049970    53.660865     371.693430    
103     125.000000    153.043724    47.256580     342.070043    
 ***** !!!TIMEOUT OCCURRED!!! (N = 8) ***** 
104     500.000000    196.413259    111.339120    641.769739    
105     125.000000    187.486601    99.125990     583.990563    
106     125.000000    179.675776    88.013437     531.729524    
107     125.000000    172.841304    77.970404     484.722919    
108     125.000000    166.861141    68.943088     442.633493    
109     125.000000    161.628498    60.864441     405.086261    
110     125.000000    157.049936    53.660815     371.693194    
111     125.000000    153.043694    47.256534     342.069832    
 ***** !!!TIMEOUT OCCURRED!!! (N = 8) ***** 
112     500.000000    196.413232    111.339093    641.769603    
113     125.000000    187.486578    99.125964     583.990435    
114     125.000000    179.675756    88.013412     531.729404    
115     125.000000    172.841287    77.970381     484.722809    
116     125.000000    166.861126    68.943067     442.633394    
117     125.000000    161.628485    60.864421     405.086171    
118     125.000000    157.049924    53.660797     371.693113    
119     125.000000    153.043684    47.256519     342.069759    
***** N = 9 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    196.413223    111.339083    641.769557    
1       125.000000    187.486570    99.125955     583.990391    
2       125.000000    179.675749    88.013404     531.729364    
3       125.000000    172.841280    77.970373     484.722772    
4       125.000000    166.861120    68.943060     442.633359    
5       125.000000    161.628480    60.864415     405.086140    
6       125.000000    157.049920    53.660791     371.693085    
7       125.000000    153.043680    47.256514     342.069734    
8       125.000000    149.538220    41.576940     315.845981    
9       500.000000    193.345943    107.846219    624.730821    
10      125.000000    184.802700    95.835340     568.144058    
11      125.000000    177.327362    84.958345     517.160743    
12      125.000000    170.786442    75.165369     471.447920    
13      125.000000    165.063137    66.389811     430.622382    
14      125.000000    160.055245    58.556170     394.279923    
15      125.000000    155.673339    51.585462     362.015187    
16      125.000000    151.839172    45.398889     333.434730    
17      125.000000    148.484275    39.920236     308.165219    
18      500.000000    192.423741    106.834242    619.760708    
19      125.000000    183.995773    94.874625     563.494272    
20      125.000000    176.621302    84.061294     512.866477    
21      125.000000    170.168639    74.338130     467.521159    
22      125.000000    164.522559    65.634237     427.059508    
23      125.000000    159.582239    57.871238     391.067190    
24      125.000000    155.259459    50.968293     359.132632    
25      125.000000    151.477027    44.845477     330.858933    
26      125.000000    148.167398    39.425957     305.871227    
27      500.000000    192.146474    106.532849    618.277871    
28      125.000000    183.753164    94.587928     562.104877    
29      125.000000    176.409019    83.793201     511.581822    
30      125.000000    169.982892    74.090624     466.345386    
31      125.000000    164.360030    65.407975     425.991931    
32      125.000000    159.440026    57.665988     390.103978    
33      125.000000    155.135023    50.783247     358.268010    
34      125.000000    151.368145    44.679471     330.086031    
35      125.000000    148.072127    39.277635     305.182668    
36      500.000000    192.063111    106.442449    617.832906    
37      125.000000    183.680222    94.501892     561.687790    
38      125.000000    176.345194    83.712718     511.196065    
39      125.000000    169.927045    74.016300     465.992243    
40      125.000000    164.311165    65.340016     425.671228    
41      125.000000    159.397269    57.604329     389.814585    
42      125.000000    155.097610    50.727649     358.008208    
43      125.000000    151.335409    44.629589     329.853766    
44      125.000000    148.043483    39.233063     304.975734    
45      500.000000    192.038048    106.415285    617.699188    
46      125.000000    183.658292    94.476037     561.562439    
47      125.000000    176.326005    83.688529     511.080121    
48      125.000000    169.910255    73.993960     465.886096    
49      125.000000    164.296473    65.319588     425.574826    
50      125.000000    159.384414    57.585795     389.727592    
51      125.000000    155.086362    50.710936     357.930108    
52      125.000000    151.325567    44.614594     329.783943    
53      125.000000    148.034871    39.219663     304.913524    
54      500.000000    192.030512    106.407119    617.658990    
55      125.000000    183.651698    94.468264     561.524754    
56      125.000000    176.320236    83.681257     511.045264    
57      125.000000    169.905206    73.987244     465.854183    
58      125.000000    164.292055    65.313447     425.545844    
59      125.000000    159.380549    57.580222     389.701438    
60      125.000000    155.082980    50.705912     357.906627    
61      125.000000    151.322607    44.610086     329.762950    
62      125.000000    148.032282    39.215635     304.894820    
63      500.000000    192.028246    106.404664    617.646904    
64      125.000000    183.649716    94.465927     561.513424    
65      125.000000    176.318501    83.679071     511.034784    
66      125.000000    169.903688    73.985225     465.844589    
67      125.000000    164.290727    65.311601     425.537130    
68      125.000000    159.379386    57.578547     389.693575    
69      125.000000    155.081963    50.704401     357.899568    
70      125.000000    151.321718    44.608730     329.756639    
71      125.000000    148.031503    39.214424     304.889197    
72      500.000000    192.027565    106.403926    617.643271    
73      125.000000    183.649120    94.465225     561.510018    
74      125.000000    176.317980    83.678413     511.031633    
75      125.000000    169.903232    73.984618     465.841704    
76      125.000000    164.290328    65.311046     425.534510    
77      125.000000    159.379037    57.578043     389.691211    
78      125.000000    155.081657    50.703947     357.897445    
79      125.000000    151.321450    44.608323     329.754741    
80      125.000000    148.031269    39.214059     304.887506    
81      500.000000    192.027360    106.403704    617.642178    
82      125.000000    183.648940    94.465013     561.508994    
83      125.000000    176.317823    83.678216     511.030686    
84      125.000000    169.903095    73.984436     465.840837    
85      125.000000    164.290208    65.310879     425.533723    
86      125.000000    159.378932    57.577892     389.690500    
87      125.000000    155.081566    50.703810     357.896807    
88      125.000000    151.321370    44.608200     329.754171    
89      125.000000    148.031199    39.213950     304.886998    
90      500.000000    192.027299    106.403638    617.641850    
91      125.000000    183.648886    94.464950     561.508686    
92      125.000000    176.317776    83.678156     511.030401    
93      125.000000    169.903054    73.984381     465.840576    
94      125.000000    164.290172    65.310828     425.533486    
95      125.000000    159.378900    57.577846     389.690286    
96      125.000000    155.081538    50.703769     357.896615    
97      125.000000    151.321346    44.608163     329.753999    
98      125.000000    148.031177    39.213917     304.886845    
99      500.000000    192.027280    106.403618    617.641751    
100     125.000000    183.648870    94.464931     561.508593    
101     125.000000    176.317761    83.678138     511.030315    
102     125.000000    169.903041    73.984364     465.840498    
103     125.000000    164.290161    65.310813     425.533415    
104     125.000000    159.378891    57.577833     389.690222    
105     125.000000    155.081530    50.703757     357.896558    
106     125.000000    151.321338    44.608152     329.753948    
107     125.000000    148.031171    39.213907     304.886799    
 ***** !!!TIMEOUT OCCURRED!!! (N = 9) ***** 
108     500.000000    192.027275    106.403612    617.641721    
109     125.000000    183.648865    94.464925     561.508566    
110     125.000000    176.317757    83.678133     511.030290    
111     125.000000    169.903038    73.984359     465.840474    
112     125.000000    164.290158    65.310809     425.533393    
113     125.000000    159.378888    57.577829     389.690203    
114     125.000000    155.081527    50.703753     357.896540    
115     125.000000    151.321336    44.608149     329.753932    
116     125.000000    148.031169    39.213904     304.886785    
 ***** !!!TIMEOUT OCCURRED!!! (N = 9) ***** 
117     500.000000    192.027273    106.403610    617.641712    
118     125.000000    183.648864    94.464923     561.508557    
119     125.000000    176.317756    83.678131     511.030282    
***** N = 10 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    216.778036    133.564089    751.034394    
1       125.000000    205.305782    120.249513    686.303832    
2       125.000000    195.267559    107.754024    626.283656    
3       125.000000    186.484114    96.186547     571.230301    
4       125.000000    178.798600    85.589560     521.156840    
5       125.000000    172.073775    75.960614     475.916230    
6       125.000000    166.189553    67.267849     435.260948    
7       125.000000    161.040859    59.461101     398.885264    
8       125.000000    156.535752    52.479764     366.454807    
9       125.000000    152.593783    46.258269     337.626857    
10      500.000000    196.019560    110.688811    638.774806    
11      125.000000    187.142115    98.552137     581.350664    
12      125.000000    179.374350    87.507691     529.405113    
13      125.000000    172.577557    77.525157     482.678185    
14      125.000000    166.630362    68.551458     440.836195    
15      125.000000    161.426567    60.520235     403.507509    
16      125.000000    156.873246    53.358488     370.307198    
17      125.000000    152.889090    46.991139     340.853645    
18      125.000000    149.402954    41.344092     314.779324    
19      125.000000    146.352585    36.346216     291.737447    
20      500.000000    190.558512    104.620034    609.038647    
21      125.000000    182.363698    92.805950     553.587497    
22      125.000000    175.193235    82.152771     503.804320    
23      125.000000    168.919081    72.594349     459.296476    
24      125.000000    163.429196    64.053060     419.641438    
25      125.000000    158.625546    56.446182     384.410274    
26      125.000000    154.422353    49.690225     353.183252    
27      125.000000    150.744559    43.703808     325.559792    
28      125.000000    147.526489    38.409478     301.164403    
29      125.000000    144.710678    33.734778     279.649791    
30      500.000000    189.121843    103.020623    601.204335    
31      125.000000    181.106613    91.292120     546.275095    
32      125.000000    174.093286    80.742412     497.062934    
33      125.000000    167.956625    71.295965     453.140486    
34      125.000000    162.587047    62.868736     414.061990    
35      125.000000    157.888666    55.373718     379.383540    
36      125.000000    153.777583    48.724685     348.676321    
37      125.000000    150.180385    42.838610     321.534824    
38      125.000000    147.032837    37.637167     297.581503    
39      125.000000    144.278732    33.047558     276.468964    
40      500.000000    188.743891    102.599696    599.142674    
41      125.000000    180.775904    90.893748     544.350896    
42      125.000000    173.803916    80.371290     495.289077    
43      125.000000    167.703427    70.954324     451.520724    
44      125.000000    162.365499    62.557118     412.593970    
45      125.000000    157.694811    55.091541     378.060976    
46      125.000000    153.607960    48.470646     347.490543    
47      125.000000    150.031965    42.610976     320.475867    
48      125.000000    146.902969    37.433974     296.638865    
49      125.000000    144.165098    32.866755     275.632118    
50      500.000000    188.644461    102.488951    598.600265    
51      125.000000    180.688903    90.788939     543.844660    
52      125.000000    173.727790    80.273652     494.822398    
53      125.000000    167.636817    70.864443     451.094589    
54      125.000000    162.307214    62.475136     412.207758    
55      125.000000    157.643813    55.017305     377.713033    
56      125.000000    153.563336    48.403813     347.178587    
57      125.000000    149.992919    42.551089     320.197277    
58      125.000000    146.868804    37.380518     296.390877    
59      125.000000    144.135204    32.819189     275.411962    
60      500.000000    188.618303    102.459816    598.457568    
61      125.000000    180.666015    90.761366     543.711480    
62      125.000000    173.707763    80.247965     494.699625    
63      125.000000    167.619293    70.840797     450.982482    
64      125.000000    162.291881    62.453568     412.106155    
65      125.000000    157.630396    54.997775     377.621497    
66      125.000000    153.551597    48.386231     347.096519    
67      125.000000    149.982647    42.535335     320.123986    
68      125.000000    146.859816    37.366455     296.325637    
69      125.000000    144.127339    32.806676     275.354044    
70      500.000000    188.611422    102.452152    598.420028    
71      125.000000    180.659994    90.754112     543.676443    
72      125.000000    173.702495    80.241208     494.667326    
73      125.000000    167.614683    70.834577     450.952990    
74      125.000000    162.287848    62.447894     412.079425    
75      125.000000    157.626867    54.992637     377.597416    
76      125.000000    153.548508    48.381605     347.074929    
77      125.000000    149.979945    42.531190     320.104705    
78      125.000000    146.857452    37.362755     296.308474    
79      125.000000    144.125270    32.803384     275.338807    
80      500.000000    188.609611    102.450135    598.410152    
81      125.000000    180.658410    90.752204     543.667226    
82      125.000000    173.701109    80.239430     494.658829    
83      125.000000    167.613470    70.832940     450.945231    
84      125.000000    162.286786    62.446402     412.072393    
85      125.000000    157.625938    54.991286     377.591081    
86      125.000000    153.547696    48.380388     347.069249    
87      125.000000    149.979234    42.530100     320.099633    
88      125.000000    146.856830    37.361782     296.303958    
89      125.000000    144.124726    32.802518     275.334798    
90      500.000000    188.609135    102.449605    598.407554    
91      125.000000    180.657993    90.751702     543.664801    
92      125.000000    173.700744    80.238962     494.656594    
93      125.000000    167.613151    70.832510     450.943190    
94      125.000000    162.286507    62.446009     412.070543    
