***** N = 1 *****
N       RTT           SRTT          RTT_VAR       RTO           
95      125.000000    157.625694    54.990930     377.589415    
96      125.000000    153.547482    48.380068     347.067755    
97      125.000000    149.979047    42.529813     320.098298    
98      125.000000    146.856666    37.361526     296.302770    
99      125.000000    144.124583    32.802290     275.333744    
 ***** !!!TIMEOUT OCCURRED!!! (N = 10) ***** 
100     500.000000    188.609010    102.449465    598.406871    
101     125.000000    180.657884    90.751570     543.664163    
102     125.000000    173.700648    80.238839     494.656006    
103     125.000000    167.613067    70.832396     450.942653    
104     125.000000    162.286434    62.445906     412.070057    
105     125.000000    157.625630    54.990837     377.588976    
106     125.000000    153.547426    48.379984     347.067362    
107     125.000000    149.978998    42.529737     320.097947    
108     125.000000    146.856623    37.361459     296.302458    
109     125.000000    144.124545    32.802230     275.333466    
 ***** !!!TIMEOUT OCCURRED!!! (N = 10) ***** 
110     500.000000    188.608977    102.449429    598.406691    
111     125.000000    180.657855    90.751535     543.663995    
112     125.000000    173.700623    80.238807     494.655851    
113     125.000000    167.613045    70.832367     450.942511    
114     125.000000    162.286414    62.445879     412.069929    
115     125.000000    157.625613    54.990812     377.588861    
116     125.000000    153.547411    48.379962     347.067258    
117     125.000000    149.978985    42.529718     320.097855    
118     125.000000    146.856612    37.361441     296.302376    
119     125.000000    144.124535    32.802215     275.333393    
***** N = 11 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    188.608968    102.449419    598.406644    
1       125.000000    180.657847    90.751526     543.663951    
2       125.000000    173.700616    80.238799     494.655811    
3       125.000000    167.613039    70.832359     450.942474    
4       125.000000    162.286409    62.445871     412.069895    
5       125.000000    157.625608    54.990806     377.588831    
6       125.000000    153.547407    48.379956     347.067231    
7       125.000000    149.978981    42.529712     320.097831    
8       125.000000    146.856609    37.361436     296.302354    
9       125.000000    144.124533    32.802210     275.333374    
10      125.000000    141.733966    28.785149     256.874563    
11      500.000000    186.517220    99.959557     586.355448    
12      125.000000    178.827568    88.426560     532.533806    
13      125.000000    172.099122    78.094700     484.477922    
14      125.000000    166.211732    68.873958     441.707563    
15      125.000000    161.060265    60.670535     403.742404    
16      125.000000    156.552732    53.391084     370.117068    
17      125.000000    152.608640    46.945473     340.390533    
18      125.000000    149.157560    41.248495     314.151540    
19      125.000000    146.137865    36.220838     291.021216    
20      125.000000    143.495632    31.789536     270.653777    
21      125.000000    141.183678    27.888072     252.735965    
22      500.000000    186.035718    99.407124     583.664215    
23      125.000000    178.406254    87.906907     530.033880    
24      125.000000    171.730472    77.612798     482.181663    
25      125.000000    165.889163    68.431889     439.616719    
26      125.000000    160.778018    60.268421     401.851702    
27      125.000000    156.305765    53.027757     368.416794    
28      125.000000    152.392545    46.618954     338.868361    
29      125.000000    148.968477    40.956335     312.793816    
30      125.000000    145.972417    35.960355     289.813838    
31      125.000000    143.350865    31.557983     269.582796    
32      125.000000    141.057007    27.682739     251.787962    
33      500.000000    185.924881    99.280834     583.048216    
34      125.000000    178.309271    87.787943     529.461043    
35      125.000000    171.645612    77.502360     481.655053    
36      125.000000    165.814910    68.330498     439.136902    
37      125.000000    160.713047    60.176135     401.417587    
38      125.000000    156.248916    52.944330     368.026237    
39      125.000000    152.342801    46.543948     338.518593    
40      125.000000    148.924951    40.889199     312.481746    
41      125.000000    145.934332    35.900482     289.536261    
42      125.000000    143.317541    31.504747     269.336528    
43      125.000000    141.027848    27.635522     251.569937    
44      500.000000    185.899367    99.251800     582.906566    
45      125.000000    178.286946    87.760586     529.329292    
46      125.000000    171.626078    77.476959     481.533915    
47      125.000000    165.797818    68.307174     439.026514    
48      125.000000    160.698091    60.154903     401.317704    
49      125.000000    156.235830    52.925135     367.936369    
50      125.000000    152.331351    46.526689     338.438106    
51      125.000000    148.914932    40.873750     312.409931    
52      125.000000    145.925566    35.886704     289.472380    
53      125.000000    143.309870    31.492495     269.279850    
54      125.000000    141.021136    27.624655     251.519758    
55      500.000000    185.893494    99.245118     582.873966    
56      125.000000    178.281807    87.754290     529.298969    
57      125.000000    171.621581    77.471113     481.506034    
58      125.000000    165.793884    68.301806     439.001107    
59      125.000000    160.694648    60.150016     401.294714    
60      125.000000    156.232817    52.920717     367.915684    
61      125.000000    152.328715    46.522716     338.419580    
62      125.000000    148.912626    40.870194     312.393400    
63      125.000000    145.923547    35.883532     289.457676    
64      125.000000    143.308104    31.489675     269.266804    
65      125.000000    141.019591    27.622154     251.508207    
66      500.000000    185.892142    99.243580     582.866462    
67      125.000000    178.280624    87.752841     529.291989    
68      125.000000    171.620546    77.469767     481.499616    
69      125.000000    165.792978    68.300570     438.995258    
70      125.000000    160.693856    60.148892     401.289422    
71      125.000000    156.232124    52.919700     367.910922    
72      125.000000    152.328108    46.521802     338.415315    
73      125.000000    148.912095    40.869375     312.389595    
74      125.000000    145.923083    35.882802     289.454291    
75      125.000000    143.307698    31.489026     269.263801    
76      125.000000    141.019235    27.621578     251.505548    
77      500.000000    185.891831    99.243226     582.864735    
78      125.000000    178.280352    87.752507     529.290382    
79      125.000000    171.620308    77.469458     481.498139    
80      125.000000    165.792770    68.300286     438.993912    
81      125.000000    160.693673    60.148633     401.288204    
82      125.000000    156.231964    52.919465     367.909826    
83      125.000000    152.327969    46.521591     338.414334    
84      125.000000    148.911973    40.869187     312.388719    
85      125.000000    145.922976    35.882634     289.453512    
86      125.000000    143.307604    31.488876     269.263110    
87      125.000000    141.019154    27.621446     251.504936    
88      500.000000    185.891759    99.243144     582.864337    
89      125.000000    178.280289    87.752431     529.290012    
90      125.000000    171.620253    77.469386     481.497799    
91      125.000000    165.792722    68.300220     438.993602    
92      125.000000    160.693631    60.148573     401.287923    
93      125.000000    156.231927    52.919412     367.909574    
94      125.000000    152.327937    46.521543     338.414108    
95      125.000000    148.911944    40.869143     312.388517    
96      125.000000    145.922951    35.882595     289.453332    
97      125.000000    143.307582    31.488842     269.262951    
98      125.000000    141.019135    27.621415     251.504796    
99      500.000000    185.891743    99.243126     582.864246    
100     125.000000    178.280275    87.752413     529.289927    
101     125.000000    171.620241    77.469370     481.497720    
102     125.000000    165.792711    68.300205     438.993531    
103     125.000000    160.693622    60.148559     401.287859    
104     125.000000    156.231919    52.919399     367.909516    
105     125.000000    152.327929    46.521532     338.414056    
106     125.000000    148.911938    40.869133     312.388471    
107     125.000000    145.922946    35.882586     289.453291    
108     125.000000    143.307578    31.488834     269.262914    
109     125.000000    141.019130    27.621408     251.504763    
 ***** !!!TIMEOUT OCCURRED!!! (N = 11) ***** 
110     500.000000    185.891739    99.243121     582.864225    
111     125.000000    178.280272    87.752409     529.289907    
112     125.000000    171.620238    77.469366     481.497702    
113     125.000000    165.792708    68.300202     438.993514    
114     125.000000    160.693619    60.148556     401.287844    
115     125.000000    156.231917    52.919396     367.909502    
116     125.000000    152.327927    46.521529     338.414044    
117     125.000000    148.911936    40.869131     312.388460    
118     125.000000    145.922944    35.882584     289.453282    
119     125.000000    143.307576    31.488832     269.262906    
***** N = 12 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    187.894129    101.643092    594.466497    
1       125.000000    180.032363    89.990410     539.994002    
2       125.000000    173.153318    79.531137     491.277865    
3       125.000000    167.134153    70.181891     447.861716    
4       125.000000    161.867384    61.853264     409.280440    
5       125.000000    157.258961    54.454688     375.077714    
6       125.000000    153.226591    47.897664     344.817247    
7       125.000000    149.698267    42.097815     318.089526    
8       125.000000    146.610984    36.976107     294.515411    
9       125.000000    143.909611    32.459483     273.747542    
10      125.000000    141.545909    28.481089     255.470267    
11      125.000000    139.477671    24.980235     239.398610    
12      500.000000    184.542962    97.599436     574.940704    
13      125.000000    177.100092    86.224600     521.998490    
14      125.000000    170.587580    76.065345     474.848959    
15      125.000000    164.889133    67.021292     432.974299    
16      125.000000    159.902991    58.991717     395.869857    
17      125.000000    155.540117    51.878817     363.055384    
18      125.000000    151.722603    45.589763     334.081655    
19      125.000000    148.382277    40.037892     308.533844    
20      125.000000    145.459493    35.143292     286.032660    
21      125.000000    142.902056    30.832983     266.233988    
22      125.000000    140.664299    27.040812     248.827547    
23      125.000000    138.706262    23.707174     233.534959    
24      500.000000    183.867979    96.813386     571.121523    
25      125.000000    176.509482    85.487410     518.459121    
26      125.000000    170.070796    75.383257     471.603822    
27      125.000000    164.436947    66.396679     430.023663    
28      125.000000    159.507328    58.424341     393.204694    
29      125.000000    155.193912    51.366734     360.660849    
30      125.000000    151.419673    45.129969     331.939549    
31      125.000000    148.117214    39.626780     306.624335    
32      125.000000    145.227562    34.776976     284.335466    
33      125.000000    142.699117    30.507511     264.729162    
34      125.000000    140.486727    26.752315     247.495988    
35      125.000000    138.550887    23.451958     232.358719    
36      500.000000    183.732026    96.655962     570.355874    
37      125.000000    176.390523    85.339602     517.748931    
38      125.000000    169.966707    75.246378     470.952221    
39      125.000000    164.345869    66.271251     429.430873    
40      125.000000    159.427635    58.310347     392.669023    
41      125.000000    155.124181    51.263806     360.179403    
42      125.000000    151.358658    45.037519     331.508733    
43      125.000000    148.063826    39.544095     306.240208    
44      125.000000    145.180848    34.703284     283.993982    
45      125.000000    142.658242    30.442023     264.426334    
46      125.000000    140.450962    26.694258     247.227992    
47      125.000000    138.519591    23.400591     232.121956    
48      500.000000    183.704642    96.624283     570.201773    
49      125.000000    176.366562    85.309853     517.605972    
50      125.000000    169.945742    75.218825     470.821041    
51      125.000000    164.327524    66.246000     429.311523    
52      125.000000    159.411584    58.287396     392.561166    
53      125.000000    155.110136    51.243081     360.082458    
54      125.000000    151.346369    45.018903     331.421979    
55      125.000000    148.053073    39.527445     306.162853    
56      125.000000    145.171439    34.688443     283.925213    
57      125.000000    142.650009    30.428835     264.365348    
58      125.000000    140.443758    26.682566     247.174020    
59      125.000000    138.513288    23.390246     232.074272    
60      500.000000    183.699127    96.617903     570.170738    
61      125.000000    176.361736    85.303861     517.577181    
62      125.000000    169.941519    75.213276     470.794622    
63      125.000000    164.323829    66.240914     429.287485    
64      125.000000    159.408351    58.282773     392.539443    
65      125.000000    155.107307    51.238907     360.062933    
66      125.000000    151.343893    45.015153     331.404506    
67      125.000000    148.050907    39.524092     306.147273    
68      125.000000    145.169543    34.685455     283.911362    
69      125.000000    142.648350    30.426179     264.353065    
70      125.000000    140.442307    26.680211     247.163149    
71      125.000000    138.512018    23.388162     232.064668    
72      500.000000    183.698016    96.616618     570.164487    
73      125.000000    176.360764    85.302654     517.571382    
74      125.000000    169.940669    75.212158     470.789300    
75      125.000000    164.323085    66.239890     429.282644    
76      125.000000    159.407699    58.281842     392.535068    
77      125.000000    155.106737    51.238066     360.059000    
78      125.000000    151.343395    45.014398     331.400987    
79      125.000000    148.050470    39.523416     306.144135    
80      125.000000    145.169162    34.684853     283.908572    
81      125.000000    142.648016    30.425644     264.350590    
82      125.000000    140.442014    26.679736     247.160959    
83      125.000000    138.511763    23.387743     232.062734    
84      500.000000    183.697792    96.616359     570.163228    
85      125.000000    176.360568    85.302411     517.570214    
86      125.000000    169.940497    75.211933     470.788228    
87      125.000000    164.322935    66.239683     429.281669    
88      125.000000    159.407568    58.281655     392.534186    
89      125.000000    155.106622    51.237896     360.058208    
90      125.000000    151.343294    45.014246     331.400278    
91      125.000000    148.050383    39.523280     306.143503    
92      125.000000    145.169085    34.684731     283.908010    
93      125.000000    142.647949    30.425536     264.350092    
94      125.000000    140.441956    26.679641     247.160518    
95      125.000000    138.511711    23.387658     232.062344    
96      500.000000    183.697747    96.616307     570.162975    
97      125.000000    176.360529    85.302362     517.569978    
98      125.000000    169.940463    75.211887     470.788013    
99      125.000000    164.322905    66.239642     429.281472    
100     125.000000    159.407542    58.281617     392.534009    
101     125.000000    155.106599    51.237862     360.058048    
102     125.000000    151.343274    45.014215     331.400135    
103     125.000000    148.050365    39.523253     306.143376    
104     125.000000    145.169069    34.684707     283.907897    
105     125.000000    142.647936    30.425514     264.349992    
106     125.000000    140.441944    26.679621     247.160429    
107     125.000000    138.511701    23.387641     232.062266    
 ***** !!!TIMEOUT OCCURRED!!! (N = 12) ***** 
108     500.000000    183.697738    96.616296     570.162924    
109     125.000000    176.360521    85.302353     517.569931    
110     125.000000    169.940456    75.211878     470.787969    
111     125.000000    164.322899    66.239633     429.281433    
112     125.000000    159.407536    58.281609     392.533973    
113     125.000000    155.106594    51.237855     360.058016    
114     125.000000    151.343270    45.014209     331.400107    
115     125.000000    148.050361    39.523247     306.143350    
116     125.000000    145.169066    34.684702     283.907874    
117     125.000000    142.647933    30.425510     264.349972    
118     125.000000    140.441941    26.679618     247.160412    
119     125.000000    138.511699    23.387638     232.062250    
***** N = 13 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    183.697736    96.616294     570.162913    
1       125.000000    176.360519    85.302351     517.569921    
2       125.000000    169.940454    75.211876     470.787960    
3       125.000000    164.322898    66.239632     429.281425    
4       125.000000    159.407535    58.281608     392.533966    
5       125.000000    155.106593    51.237854     360.058010    
6       125.000000    151.343269    45.014208     331.400101    
7       125.000000    148.050361    39.523246     306.143345    
8       125.000000    145.169066    34.684701     283.907869    
9       125.000000    142.647932    30.425509     264.349967    
10      125.000000    140.441941    26.679617     247.160408    
11      125.000000    138.511698    23.387637     232.062247    
12      125.000000    136.822736    20.496412     218.808383    
13      500.000000    182.219894    94.817335     561.489236    
14      125.000000    175.067407    83.629853     509.586821    
15      125.000000    168.808981    73.674635     463.507523    
16      125.000000    163.332859    64.839191     422.689623    
17      125.000000    158.541251    57.014706     386.600076    
18      125.000000    154.348595    50.098178     354.741308    
19      125.000000    150.680021    43.993639     326.654576    
20      125.000000    147.470018    38.612734     301.920953    
21      125.000000    144.661266    33.874867     280.160732    
22      125.000000    142.203608    29.707052     261.031815    
23      125.000000    140.053157    26.043578     244.227469    
24      125.000000    138.171512    22.825562     229.473758    
25      125.000000    136.525073    20.000439     216.526831    
26      500.000000    181.959439    94.510470     560.001318    
27      125.000000    174.839509    83.342730     508.210428    
28      125.000000    168.609570    73.409440     462.247330    
29      125.000000    163.158374    64.596673     421.545068    
30      125.000000    158.388577    56.794649     385.567175    
31      125.000000    154.215005    49.899738     353.813958    
32      125.000000    150.563130    43.815586     325.825474    
33      125.000000    147.367738    38.453624     301.182235    
34      125.000000    144.571771    33.733161     279.504415    
35      125.000000    142.125300    29.581196     260.450082    
36      125.000000    139.984637    25.932056     243.712861    
37      125.000000    138.111558    22.726931     229.019283    
38      125.000000    136.472613    19.913352     216.126020    
39      500.000000    181.913536    94.456630     559.740055    
40      125.000000    174.799344    83.292308     507.968578    
41      125.000000    168.574426    73.362838     462.025777    
42      125.000000    163.127623    64.554034     421.343759    
43      125.000000    158.361670    56.755943     385.385442    
44      125.000000    154.191461    49.864823     353.650752    
45      125.000000    150.542529    43.784249     325.679525    
46      125.000000    147.349713    38.425615     301.052173    
47      125.000000    144.555998    33.708211     279.388842    
48      125.000000    142.111499    29.559033     260.347630    
49      125.000000    139.972561    25.912415     243.622221    
50      125.000000    138.100991    22.709559     228.939227    
51      125.000000    136.463367    19.898011     216.055412    
52      500.000000    181.905446    94.447147     559.694033    
53      125.000000    174.792266    83.283426     507.925971    
54      125.000000    168.568232    73.354628     461.986744    
55      125.000000    163.122203    64.546522     421.308290    
56      125.000000    158.356928    56.749123     385.353421    
57      125.000000    154.187312    49.858670     353.621994    
58      125.000000    150.538898    43.778727     325.653807    
59      125.000000    147.346536    38.420679     301.029253    
60      125.000000    144.553219    33.703814     279.368476    
61      125.000000    142.109066    29.555127     260.329576    
62      125.000000    139.970433    25.908954     243.606248    
63      125.000000    138.099129    22.706498     228.925119    
64      125.000000    136.461738    19.895308     216.042968    
65      500.000000    181.904021    94.445476     559.685923    
66      125.000000    174.791018    83.281861     507.918463    
67      125.000000    168.567141    73.353181     461.979865    
68      125.000000    163.121248    64.545198     421.302040    
69      125.000000    158.356092    56.747921     385.347778    
70      125.000000    154.186581    49.857586     353.616926    
71      125.000000    150.538258    43.777754     325.649275    
72      125.000000    147.345976    38.419810     301.025214    
73      125.000000    144.552729    33.703039     279.364886    
74      125.000000    142.108638    29.554439     260.326394    
75      125.000000    139.970058    25.908344     243.603433    
76      125.000000    138.098801    22.705958     228.922633    
77      125.000000    136.461451    19.894831     216.040775    
78      500.000000    181.903769    94.445181     559.684493    
79      125.000000    174.790798    83.281585     507.917139    
80      125.000000    168.566948    73.352926     461.978653    
81      125.000000    163.121080    64.544965     421.300938    
82      125.000000    158.355945    56.747710     385.346783    
83      125.000000    154.186452    49.857395     353.616032    
84      125.000000    150.538145    43.777583     325.648476    
85      125.000000    147.345877    38.419656     301.024502    
86      125.000000    144.552642    33.702903     279.364254    
87      125.000000    142.108562    29.554318     260.325833    
88      125.000000    139.969992    25.908236     243.602937    
89      125.000000    138.098743    22.705863     228.922195    
90      125.000000    136.461400    19.894747     216.040389    
91      500.000000    181.903725    94.445129     559.684242    
92      125.000000    174.790759    83.281537     507.916906    
93      125.000000    168.566914    73.352881     461.978439    
94      125.000000    163.121050    64.544923     421.300744    
95      125.000000    158.355919    56.747672     385.346608    
96      125.000000    154.186429    49.857361     353.615875    
97      125.000000    150.538125    43.777552     325.648335    
98      125.000000    147.345860    38.419629     301.024377    
99      125.000000    144.552627    33.702879     279.364142    
100     125.000000    142.108549    29.554296     260.325734    
101     125.000000    139.969980    25.908217     243.602849    
102     125.000000    138.098733    22.705846     228.922117    
103     125.000000    136.461391    19.894732     216.040321    
 ***** !!!TIMEOUT OCCURRED!!! (N = 13) ***** 
104     500.000000    181.903717    94.445120     559.684197    
105     125.000000    174.790753    83.281528     507.916865    
106     125.000000    168.566909    73.352873     461.978401    
107     125.000000    163.121045    64.544916     421.300710    
108     125.000000    158.355914    56.747666     385.346577    
109     125.000000    154.186425    49.857356     353.615847    
110     125.000000    150.538122    43.777547     325.648310    
111     125.000000    147.345857    38.419625     301.024355    
112     125.000000    144.552625    33.702875     279.364123    
113     125.000000    142.108547    29.554293     260.325717    
114     125.000000    139.969978    25.908214     243.602834    
115     125.000000    138.098731    22.705843     228.922104    
116     125.000000    136.461390    19.894730     216.040309    
 ***** !!!TIMEOUT OCCURRED!!! (N = 13) ***** 
117     500.000000    181.903716    94.445118     559.684189    
118     125.000000    174.790751    83.281527     507.916858    
119     125.000000    168.566907    73.352872     461.978395    
***** N = 14 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    209.996044    127.515643    720.058615    
1       125.000000    199.371539    114.229617    656.290006    
2       125.000000    190.075096    101.940987    597.839043    
3       125.000000    181.940709    90.690917     544.704378    
4       125.000000    174.823121    80.473968     496.718993    
5       125.000000    168.595230    71.254284     453.612365    
6       125.000000    163.145827    62.977169     415.054504    
7       125.000000    158.377598    55.577277     380.686705    
8       125.000000    154.205399    48.984307     350.142627    
9       125.000000    150.554724    43.126911     323.062369    
10      125.000000    147.360383    37.935279     299.101500    
11      125.000000    144.565335    33.342793     277.936508    
12      125.000000    142.119668    29.287012     259.267717    
13      125.000000    139.979710    25.710187     242.820456    
14      500.000000    184.982246    98.037078     577.130560    
15      125.000000    177.484465    86.648925     524.080166    
16      125.000000    170.923907    76.467671     476.794590    
17      125.000000    165.183419    67.396608     434.769850    
18      125.000000    160.160491    59.337579     397.510806    
19      125.000000    155.765430    52.194541     364.543596    
20      125.000000    151.919751    45.875844     335.423127    
21      125.000000    148.554782    40.295579     309.737096    
22      125.000000    145.610435    35.374293     287.107605    
23      125.000000    143.034130    31.039252     267.191138    
24      125.000000    140.779864    27.224405     249.677484    
25      125.000000    138.807381    23.870149     234.287977    
26      125.000000    137.081458    20.922976     220.773364    
27      125.000000    135.571276    18.335051     208.911481    
28      500.000000    181.124867    93.470072     555.005154    
29      125.000000    174.109258    82.379868     503.628732    
30      125.000000    167.970601    72.527552     458.080807    
31      125.000000    162.599276    63.795483     417.781206    
32      125.000000    157.899366    56.071454     382.185181    
33      125.000000    153.786946    49.250327     350.788252    
34      125.000000    150.188577    43.234889     323.128134    
35      125.000000    147.040005    37.936168     298.784678    
36      125.000000    144.285005    33.273377     277.378514    
37      125.000000    141.874379    29.173628     258.568890    
38      125.000000    139.765082    25.571491     242.051046    
39      125.000000    137.919446    22.408480     227.553366    
40      125.000000    136.304516    19.632489     214.834471    
41      125.000000    134.891451    17.197229     203.680369    
42      500.000000    180.530020    92.765417     551.591688    
43      125.000000    173.588767    81.721255     500.473786    
44      125.000000    167.515171    71.919734     455.194107    
45      125.000000    162.200775    63.239994     415.160751    
46      125.000000    157.550678    55.567665     379.821339    
47      125.000000    153.481843    48.796210     348.666682    
48      125.000000    149.921613    42.827560     321.231855    
49      125.000000    146.806411    37.572273     297.095504    
50      125.000000    144.080610    32.949357     275.878039    
51      125.000000    141.695534    28.885901     257.239139    
52      125.000000    139.608592    25.316574     240.874888    
53      125.000000    137.782518    22.183060     226.514758    
54      125.000000    136.184703    19.433471     213.918587    
55      125.000000    134.786615    17.021757     202.873643    
56      500.000000    180.438288    92.656746     551.065271    
57      125.000000    173.508502    81.619685     499.987242    
58      125.000000    167.444940    71.825998     454.748933    
59      125.000000    162.139322    63.154329     414.756640    
60      125.000000    157.496907    55.489974     379.456802    
61      125.000000    153.434793    48.726179     348.339508    
62      125.000000    149.880444    42.764745     320.939425    
63      125.000000    146.770389    37.516156     296.835013    
64      125.000000    144.049090    32.899390     275.646648    
65      125.000000    141.667954    28.841531     257.034076    
66      125.000000    139.584460    25.277263     240.693511    
67      125.000000    137.761402    22.148298     226.354593    
68      125.000000    136.166227    19.402780     213.777347    
69      125.000000    134.770449    16.994697     202.749237    
70      500.000000    180.424142    92.639987     550.984091    
71      125.000000    173.496125    81.604022     499.912211    
72      125.000000    167.434109    71.811543     454.680283    
73      125.000000    162.129845    63.141119     414.694321    
74      125.000000    157.488615    55.477993     379.400586    
75      125.000000    153.427538    48.715379     348.289055    
76      125.000000    149.874096    42.755058     320.894329    
77      125.000000    146.764834    37.507502     296.794842    
78      125.000000    144.044230    32.891684     275.610965    
79      125.000000    141.663701    28.834688     257.002454    
80      125.000000    139.580738    25.271201     240.665541    
81      125.000000    137.758146    22.142937     226.329894    
82      125.000000    136.163378    19.398047     213.755566    
83      125.000000    134.767955    16.990524     202.730053    
84      500.000000    180.421961    92.637403     550.971573    
85      125.000000    173.494216    81.601606     499.900641    
86      125.000000    167.432439    71.809314     454.669696    
87      125.000000    162.128384    63.139082     414.684711    
88      125.000000    157.487336    55.476145     379.391917    
89      125.000000    153.426419    48.713714     348.281274    
90      125.000000    149.873117    42.753565     320.887375    
91      125.000000    146.763977    37.506168     296.788648    
92      125.000000    144.043480    32.890496     275.605463    
93      125.000000    141.663045    28.833633     256.997577    
94      125.000000    139.580164    25.270266     240.661228    
95      125.000000    137.757644    22.142110     226.326085    
96      125.000000    136.162938    19.397317     213.752208    
97      125.000000    134.767571    16.989881     202.727094    
98      500.000000    180.421625    92.637004     550.969642    
99      125.000000    173.493922    81.601234     499.898856    
100     125.000000    167.432181    71.808971     454.668064    
101     125.000000    162.128159    63.138768     414.683229    
102     125.000000    157.487139    55.475860     379.390581    
103     125.000000    153.426247    48.713457     348.280074    
104     125.000000    149.872966    42.753334     320.886302    
105     125.000000    146.763845    37.505962     296.787692    
106     125.000000    144.043364    32.890312     275.604614    
107     125.000000    141.662944    28.833470     256.996825    
108     125.000000    139.580076    25.270122     240.660563    
109     125.000000    137.757566    22.141983     226.325498    
110     125.000000    136.162871    19.397205     213.751690    
111     125.000000    134.767512    16.989782     202.726638    
 ***** !!!TIMEOUT OCCURRED!!! (N = 14) ***** 
112     500.000000    180.421573    92.636943     550.969345    
113     125.000000    173.493876    81.601176     499.898581    
114     125.000000    167.432142    71.808918     454.667812    
115     125.000000    162.128124    63.138719     414.683001    
116     125.000000    157.487108    55.475817     379.390374    
117     125.000000    153.426220    48.713417     348.279889    
118     125.000000    149.872942    42.753299     320.886137    
119     125.000000    146.763825    37.505930     296.787545    
***** N = 15 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    190.918347    105.399861    612.517790    
1       125.000000    182.678553    93.469534     556.556689    
2       125.000000    175.468734    82.719334     506.346070    
3       125.000000    169.160142    73.079536     461.478287    
4       125.000000    163.640125    64.469683     421.518857    
5       125.000000    158.810109    56.804790     386.029268    
6       125.000000    154.583845    49.999554     354.582060    
7       125.000000    150.885865    43.971131     326.770390    
8       125.000000    147.650132    38.640881     302.213657    
9       125.000000    144.818865    33.935377     280.560374    
10      125.000000    142.341507    29.786910     261.489146    
11      125.000000    140.173819    26.133637     244.708366    
12      125.000000    138.277091    22.919501     229.955093    
13      125.000000    136.617455    20.093989     216.993411    
14      125.000000    135.165273    17.611810     205.612513    
15      500.000000    180.769614    93.016454     552.835430    
16      125.000000    173.798412    81.961944     501.646187    
17      125.000000    167.698611    72.146110     456.283052    
18      125.000000    162.361284    63.449904     416.160900    
19      125.000000    157.691124    55.760209     380.731959    
20      125.000000    153.604733    48.971340     349.490093    
21      125.000000    150.029142    42.985790     321.972303    
22      125.000000    146.900499    37.714468     297.758369    
23      125.000000    144.162937    33.076585     276.469276    
24      125.000000    141.767569    28.999331     257.764893    
25      125.000000    139.671623    25.417404     241.341239    
26      125.000000    137.837670    22.272471     226.927553    
27      125.000000    136.232962    19.512593     214.283335    
28      125.000000    134.828841    17.091655     203.195463    
29      125.000000    133.600236    14.968801     193.475439    
30      500.000000    179.400207    91.376549     544.906402    
31      125.000000    172.600181    80.432457     494.330008    
32      125.000000    166.650158    70.736882     449.597687    
33      125.000000    161.443888    62.163634     410.098423    
34      125.000000    156.888402    54.594826     375.267706    
35      125.000000    152.902352    47.921707     344.589182    
36      125.000000    149.414558    42.044920     317.594239    
37      125.000000    146.362738    36.874375     293.860237    
38      125.000000    143.692396    32.328880     273.007916    
39      125.000000    141.355847    28.335622     254.698333    
40      125.000000    139.311366    24.829558     238.629596    
41      125.000000    137.522445    21.752779     224.533563    
42      125.000000    135.957139    19.053869     212.172617    
43      125.000000    134.587497    16.687276     201.336602    
44      125.000000    133.389060    14.612722     191.839949    
45      500.000000    179.215427    91.155685     543.838167    
46      125.000000    172.438499    80.226388     493.344052    
47      125.000000    166.508687    70.546963     448.696538    
48      125.000000    161.320101    61.990247     409.281090    
49      125.000000    156.780088    54.437708     374.530918    
50      125.000000    152.807577    47.780175     343.928277    
51      125.000000    149.331630    41.918039     317.003785    
52      125.000000    146.290176    36.761073     293.334469    
53      125.000000    143.628904    32.228031     272.541028    
54      125.000000    141.300291    28.246096     254.284675    
55      125.000000    139.262755    24.750261     238.263797    
56      125.000000    137.479910    21.682673     224.210603    
57      125.000000    135.919922    18.991985     211.887863    
58      125.000000    134.554931    16.632722     201.085819    
59      125.000000    133.360565    14.564683     191.619295    
60      500.000000    179.190494    91.125888     543.694048    
61      125.000000    172.416683    80.198587     493.211030    
62      125.000000    166.489597    70.521339     448.574955    
63      125.000000    161.303398    61.966854     409.170814    
64      125.000000    156.765473    54.416509     374.431508    
65      125.000000    152.794789    47.761079     343.839104    
66      125.000000    149.320440    41.900919     316.924117    
67      125.000000    146.280385    36.745786     293.263528    
68      125.000000    143.620337    32.214423     272.478031    
69      125.000000    141.292795    28.234016     254.228860    
70      125.000000    139.256196    24.739561     238.214440    
71      125.000000    137.474171    21.673214     224.167026    
72      125.000000    135.914900    18.983635     211.849440    
73      125.000000    134.550537    16.625361     201.051980    
74      125.000000    133.356720    14.558201     191.589522    
75      500.000000    179.187130    91.121868     543.674602    
76      125.000000    172.413739    80.194836     493.193081    
77      125.000000    166.487021    70.517882     448.558550    
78      125.000000    161.301144    61.963697     409.155934    
79      125.000000    156.763501    54.413648     374.418094    
80      125.000000    152.793063    47.758502     343.827071    
81      125.000000    149.318930    41.898609     316.913367    
82      125.000000    146.279064    36.743723     293.253955    
83      125.000000    143.619181    32.212587     272.469531    
